name;description;year;manufacturer;width;height;rotate
gumbo;Gumbo;1994;Min Corp.;320;224;0
gunbird;Gunbird (World);1994;Psikyo;320;224;270
gunbird2;Gunbird 2 (set 1);1998;Psikyo;320;224;270
gunblade;Gunblade NY (Revision A);1995;Sega;496;384;0
gunbustr;Gunbuster (World);1992;Taito Corporation Japan;320;240;0
gunchamp;Gun Champ;1980;Model Racing;260;224;0
gundamex;Mobile Suit Gundam EX Revue;1994;Banpresto;384;224;0
gundealr;Gun Dealer;1990;Dooyong;256;224;270
gundhara;Gundhara;1995;Banpresto;384;240;270
gundl94;Gun Dealer '94;1994;Dooyong;384;256;0
gunfight;Gun Fight (set 1);1975;Dave Nutting Associates / Midway;260;224;0
gunforc2;Gun Force II (US);1994;Irem;320;240;0
gunforce;Gunforce - Battle Fire Engulfed Terror Island (World);1991;Irem;320;240;0
gunfront;Gun & Frontier (World);1990;Taito Corporation Japan;320;224;270
gunlock;Gunlock (Ver 2.3O 1994/01/20);1993;Taito Corporation Japan;320;224;90
gunman;Gunman [TTL];1977;Taito;455;262;0
gunmast;Gun Master;1994;Metro;320;224;0
gunnail;GunNail (28th May. 1992);1993;NMK / Tecmo;384;224;270
gunnrose;Guns and Roses (C606191SMP, NSW);1993;Aristocrat;304;216;0
gunpey;Gunpey (Japan);2000;Bandai / Banpresto;320;240;0
gunsmoke;Gun.Smoke (World, 851115);1985;Capcom;256;224;270
gunwars;Gunmen Wars (Japan, GM1 Ver. B);1998;Namco;640;480;0
guts;Guts n' Glory (prototype);1989;Atari Games;336;240;0
guwange;Guwange (Japan, Master Ver. 99/06/24);1999;Cave (Atlus license);320;240;270
guzzler;Guzzler;1983;Tehkan;256;224;90
gw_l5;The Getaway: High Speed II (L-5);1992;Williams;128;32;0
gwar;Guerrilla War (US);1987;SNK;400;224;270
gwarrior;Galactic Warriors;1985;Konami;256;224;0
gwinggen;Giga Wing Generations (v2.02J);2004;Takumi Corporation;640;480;0
gwnf;Genius Winner Notebook Fun (Germany);1999;VTech;240;100;0
gx4000;Amstrad GX4000;1990;Amstrad plc;704;144;0
gynotai;Gynotai (Japan);1996;Namco;288;224;0
gypmagic;Gypsy Magic (Konami Endeavour);200?;Konami;640;480;0
gypsyjug;Gypsy Juggler;1978;Meadows Games, Inc.;256;224;0
gyrodine;Gyrodine;1984;Crux;288;224;90
gyruss;Gyruss;1983;Konami;256;224;90
h01b;H-01B;1985;China H Computer Company;336;192;0
h01jce;H-01 JCE;1987;China Jiangmen Computer Equipment Factory;336;192;0
h19;Heathkit H-19;1979;Heath Inc;640;250;0
h21;Video Computer H-21;1982;TRQ;177;270;0
h89;Heathkit H89;1979;Heath Inc;640;240;0
hachamf;Hacha Mecha Fighter (19th Sep. 1991, protected, set 1);1991;NMK;256;224;0
hachoo;Hachoo!;1989;Jaleco;256;224;0
hal21;HAL21;1985;SNK;288;216;270
halleysc;Halley's Comet (US);1986;Taito America Corporation (Coin-It license);256;240;90
hamaway;Hammer Away (Japan, prototype);1991;Sega / Santos;320;224;90
hamboy;Hammer Boy;1990;Dinamic / Inder;337;245;0
hammer;Hammer;2000;Andamiro;320;224;0
hanaawas;Hana Awase;1982;Seta Kikaku, Ltd.;256;256;0
hanakanz;Hana Kanzashi (Japan);1996;Dynax;336;240;0
hanamomo;Mahjong Hana no Momoko gumi (Japan 881201);1988;Nichibutsu;512;224;0
hanaoji;Hana to Ojisan [BET] (ver 1.01, 1991/12/09);1991;Nichibutsu;512;240;0
hanaroku;Hanaroku;1988;Alba;384;224;0
hanayara;Hana wo Yaraneba! (Japan);1991;Dynax;336;239;180
hangman;Hangman;1984;Status Games;320;240;0
hangon;Hang-On (Rev A);1985;Sega;320;224;0
hangonjr;Hang-On Jr. (Rev. B);1985;Sega;256;192;0
hangplt;Hang Pilot (ver JAB);1997;Konami;512;384;0
hangplt;Hang Pilot (ver JAB);1997;Konami;512;384;0
hangzo;Hangzo (Japan, prototype);1992;Hot-B;320;240;0
hapyfsh2;Happy Fish (V2 PCB, 302-in-1);201?;bootleg;640;480;0
hapytour;Happy Tour;2005;GAV Company;320;256;0
harddriv;Hard Drivin' (cockpit, rev 7);1988;Atari Games;508;384;0
harddunk;Hard Dunk (World);1994;Sega;416;224;0
harddunk;Hard Dunk (World);1994;Sega;416;224;0
hardhat;Hard Hat;1982;Exidy;256;256;0
hardhea2;Hard Head 2 (v2.0, Music Program v2.4);1991;SunA;256;224;0
hardhead;Hard Head;1988;SunA;256;224;0
hardyard;Hard Yardage (v1.20);1993;Strata/Incredible Technologies;384;240;0
harem;Harem;1983;I.G.R.;256;224;90
harl_a13;Harley Davidson (1.03);1999;Sega;128;32;0
harl_a40;Harley Davidson (4.00);2004;Stern;128;32;0
harley;Harley-Davidson and L.A. Riders (Revision B);1997;Sega;496;384;0
harriet;Harriet;1990;Quantel;640;240;0
has_wamg;TV Wild Adventure Mini Golf (NTSC);200?;Hasbro / Milton Bradley / SSD Company LTD;256;224;0
hasamu;Hasamu (Japan);1991;Irem;384;240;0
hatena;Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228);1990;Capcom;384;240;0
hatris;Hatris (US);1990;Video System Co.;352;240;0
hattrick;Hat Trick;1984;Bally/Sente;256;240;0
haunthig;Haunted House (IGS);200?;IGS;512;256;0
hawk;Husky Hawk;1987;Husky Computers Ltd;240;64;0
hayaosi1;Hayaoshi Quiz Ouza Ketteisen - The King Of Quiz;1993;Jaleco;256;224;0
hayaosi2;Hayaoshi Quiz Grand Champion Taikai;1994;Jaleco;320;224;0
hayaosi3;Hayaoshi Quiz Nettou Namahousou (ver 1.5);1994;Jaleco;320;224;0
hazl1420;1420 Video Display Terminal;1979;Hazeltine;560;240;0
hazl1500;Hazeltine 1500;1977;Hazeltine Corporation;900;308;0
hazl1552;Hazeltine 1552;1979;Hazeltine Corporation;900;308;0
hb101p;HB-101P (MSX1);1984;Sony;280;216;0
hb10p;HB-10P (MSX1);1985;Sony;280;216;0
hb201p;HB-201P (MSX1);1985;Sony;280;216;0
hb20p;HB-20P (Spanish) (MSX1);1985;Sony;280;216;0
hb501p;HB-501P (MSX1);1984;Sony;280;216;0
hb55p;HB-55P (MSX1);1983;Sony;280;216;0
hb701fd;HB-701FD (MSX1);1984;Sony;280;216;0
hb75p;HB-75P (MSX1);1983;Sony;280;216;0
hbarrel;Heavy Barrel (World);1987;Data East Corporation;256;240;270
hbf1;HB-F1 (Japan) (MSX2);1986;Sony;543;465;0
hbf12;HB-F1II (Japan) (MSX2);1987;Sony;543;465;0
hbf1xd;HB-F1XD (Japan) (MSX2);1987;Sony;543;465;0
hbf1xdj;HB-F1XDJ (Japan) (MSX2+);1988;Sony;543;465;0
hbf1xdm2;HB-F1XDMK2 (Japan) (MSX2);1988;Sony;543;465;0
hbf1xv;HB-F1XV (Japan) (MSX2+);1989;Sony;543;465;0
hbf5;HB-F5 (MSX2);19??;Sony;543;567;0
hbf500p;HB-F500P (MSX2);1985;Sony;543;567;0
hbf700p;HB-F700P (MSX2);1985;Sony;543;567;0
hbf900a;HB-F900 / 2nd released version (Japan) (MSX2);1986;Sony;543;465;0
hbf9p;HB-F9P (MSX2);1985;Sony;543;567;0
hbf9sp;HB-F9S+ (MSX2+);19??;Sony;543;465;0
hbg900p;HB-G900P (MSX2);1986;Sony;543;567;0
hc7;HC-7 (MSX1);198?;Victor;280;216;0
hcastle;Haunted Castle (version M);1988;Konami;256;224;0
hcrash;Hyper Crash (version D);1987;Konami;256;224;0
hdrivair;Hard Drivin's Airborne (prototype);1993;Atari Games;512;288;0
headon;Head On (2 players);1979;Gremlin;256;224;0
headon2;Head On 2;1979;Sega;256;224;0
headoni;Head On (Irem, M-15 Hardware);1979;Irem;256;224;270
heartatk;Heart Attack;1983;Century Electronics;240;248;90
heatbrl;Heated Barrel (World version 3);1992;TAD Corporation;256;256;0
heatof11;Heat of Eleven '98 (ver EAA);1998;Konami;512;384;0
heberpop;Hebereke no Popoon (Japan);1994;Sunsoft / Atlus;384;224;0
hec2hrp;Hector 2HR+;1983;Micronique;244;228;0
hedpanic;Head Panic (ver. 0117, 17/01/2000);2000;ESD;320;240;0
heiankyo;Heiankyo Alien;1979;Denki Onkyo;256;224;270
hektor3;Hektor III;1984;The Open University;640;240;0
helifire;HeliFire (set 1);1980;Nintendo;256;224;270
hellfire;Hellfire (2P set);1989;Toaplan (Taito license);320;240;0
hermit;The Hermit (Ver. 1.14);1995;Dugamex;512;248;0
hero;Hero;1984;Century Electronics / Seatongrove Ltd;240;248;90
heuksun;Heuk Sun Baek Sa (Korea);1997;Oksan / F2 System;320;240;0
hexa;Hexa;199?;D.R. Korea;256;224;0
hexion;Hexion (Japan ver JAB);1992;Konami;512;256;0
hginga;Hanafuda Hana Ginga;1994;Dynax;336;240;0
hgkairak;Taisen Hot Gimmick Kairakuten (Japan);1998;Psikyo;320;224;0
hgkairak;Taisen Hot Gimmick Kairakuten (Japan);1998;Psikyo;320;224;0
hgokou;Hanafuda Hana Gokou (Japan);1995;Dynax (Alba license);336;240;0
hharry;Hammerin' Harry (World, M81 PCB version);1990;Irem;384;256;0
hhtiger;H/H Tiger;1983;H/H Microcomputers;320;240;0
hidctch2;Hidden Catch 2 (pcb ver 3.03) (Kor/Eng) (AT89c52 protected);1999;Eolith;320;240;0
hidctch3;Hidden Catch 3 (ver 1.00 / pcb ver 3.05);2000;Eolith;320;240;0
hideseek;Hide & Seek;200?;<unknown>;512;256;0
hidnc2k;Hidden Catch 2000 (AT89c52 protected);1999;Eolith;320;240;0
hidnctch;Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.03);1998;Eolith;320;240;0
higemaru;Pirate Ship Higemaru;1984;Capcom;256;224;0
highsplt;Space Fever High Splitter (set 1);1979;Nintendo;256;224;270
hiimpact;High Impact Football (rev LA5 02/15/91);1990;Williams;410;256;0
hikaru;Hikaru Bios;2000;Sega;640;480;0
himesiki;Himeshikibu (Japan);1989;Hi-Soft;256;192;90
hippodrm;Hippodrome (US);1989;Data East USA;256;240;0
hirolcas;High Roller Casino (3.00);2001;Stern;128;32;0
histryma;The History of Martial Arts;199?;bootleg;296;224;0
hitice;Hit the Ice (US);1990;Taito Corporation (Williams license);320;224;0
hitme;Hit Me (set 1);1976;Ramtek;320;190;0
hitnmiss;Hit 'n Miss (version 3.0);1987;Exidy;320;240;0
hitpoker;Hit Poker (Bulgaria);1997;Accept Ltd.;648;240;0
hjingi;Hana Jingi (Japan, Bet);1990;Dynax;508;240;180
hk68v10;HK68/V10;1985;Heurikon Corporation;640;240;0
hkagerou;Hana Kagerou [BET] (Japan);1997;Nakanihon / Dynax;336;240;0
hldspin1;Hold & Spin I (Version 2.7T, set 1);2000;Amcoe;512;288;0
hldspin2;Hold & Spin II (Version 2.8R, set 1);2000;Amcoe;512;288;0
hmxpro;NCD HMX PRO;1994;Network Computing Devices;1024;768;0
hnageman;AV Hanafuda Hana no Ageman (Japan 900716);1990;Nichibutsu / AV Japan;512;240;180
hnayayoi;Hana Yayoi (Japan);1987;Dyna Electronics;512;243;0
hng64;Hyper NeoGeo 64 Bios;1997;SNK;512;448;0
hngmnjpm;Hangman (JPM);1998;JPM;400;300;0
hnkochou;Hana Kochou (Japan, Bet);1989;Dynax;508;224;180
hnxmasev;AV Hanafuda Hana no Christmas Eve (Japan 901204);1990;Nichibutsu / AV Japan;512;240;180
hoccer;Hoccer (set 1);1983;Eastern Micro Electronics, Inc.;256;224;90
hockyrmt;Hockey (Ramtek) [TTL];1973;Ramtek;455;262;0
hod2bios;Naomi The House of the Dead 2 Bios;1998;Sega;640;480;0
hogalley;Vs. Hogan's Alley (set HA4-1 E-1);1985;Nintendo;256;240;0
hogwild;Hog Wild (US);2003;Uniana;640;480;0
holeland;Hole Land (Japan);1984;Tecfri;512;448;0
holo;Holosseum (US, Rev A);1992;Sega;416;224;180
homelab2;Homelab 2 / Aircomp 16;1982;Jozsef and Endre Lukacs;320;200;0
homez80;Homebrew Z80 Computer;2008;Kun-Szabo Marton;344;256;0
homura;Homura (v2.04J);2005;SKonec Entertainment;640;480;0
honeydol;Honey Dolls;1995;Barko Corp.;256;224;0
hook;Hook (World);1992;Irem;320;240;0
hook_408;Hook (4.08);1992;Data East;128;16;0
hoopitup;Hoop it Up World Tour - 3 on 3 (Rev 23);1995;Atari Games;96;8;0
hoops96;Hoops '96 (Europe/Asia 2.0);1996;Data East Corporation;320;240;0
hoopshot;Hoop Shot (version 05.22);1992;Doyle & Assoc.;96;8;0
hopmappy;Hopping Mappy;1986;Namco;288;224;0
hopprobo;Hopper Robo;1983;Sega;256;224;90
horekid;Kid no Hore Hore Daisakusen;1987;Nichibutsu;256;224;270
horizon;Horizon (Irem);1985;Irem;256;256;0
horshoes;American Horseshoes (US);1990;Taito America Corporation;320;224;270
hostinv;Host Invaders;1998;The Game Room;640;480;0
hotbi13p;HB-8000 Hotbit 1.3p (MSX1);1985;Sharp / Epcom;280;216;0
hotbit20;HB-8000 Hotbit 2.0 (MSX2);1986;Sharp / Epcom;543;567;0
hotblock;Hot Blocks - Tetrix II;1993;NIX?;320;200;0
hotchase;Hot Chase (set 1);1988;Konami;320;224;0
hotd;The House of the Dead;1997;Sega;496;384;0
hotdebut;Quiz de Idol! Hot Debut (Japan);2000;MOSS / Psikyo;320;240;0
hotdebut;Quiz de Idol! Hot Debut (Japan);2000;MOSS / Psikyo;320;240;0
hotdogst;Hotdog Storm (Korea);1996;Marble (Ace International license);384;240;90
hotgm4ev;Taisen Hot Gimmick 4 Ever (Japan);2000;Psikyo;320;224;0
hotgm4ev;Taisen Hot Gimmick 4 Ever (Japan);2000;Psikyo;320;224;0
hotgmck;Taisen Hot Gimmick (Japan);1997;Psikyo;320;224;0
hotgmck;Taisen Hot Gimmick (Japan);1997;Psikyo;320;224;0
hotgmck3;Taisen Hot Gimmick 3 Digital Surfing (Japan);1999;Psikyo;320;224;0
hotgmck3;Taisen Hot Gimmick 3 Digital Surfing (Japan);1999;Psikyo;320;224;0
hotgmcki;Mahjong Hot Gimmick Integral (Japan);2001;Psikyo;320;224;0
hotgmcki;Mahjong Hot Gimmick Integral (Japan);2001;Psikyo;320;224;0
hotgmkmp;Taisen Hot Gimmick Mix Party;2005;XNauts;640;480;0
hotmind;Hot Mind (Hard Times hardware);1995;Playmark;320;224;0
hotpinbl;Hot Pinball;1995;Comad & New Japan System;512;224;90
hotrod;Hot Rod (World, 3 Players, Turbo set 1, Floppy Based);1988;Sega;496;384;0
hotshock;Hot Shocker;1982;E.G. Felaco (Domino license);256;224;90
hotslot;Hot Slot (ver. 05.01);1996;ABM Games;384;240;0
hotslots;Hot Slots (6.00);2002;Impera;320;256;0
hotsmash;Vs. Hot Smash;1987;Kaneko / Taito;256;224;90
hotstuff;Olympic Hot Stuff (TAS 5 Reel System);????;Olympic Video Gaming;736;264;0
hottop;Hot Toppings (English);2003;WMS;256;224;0
hourouki;Mahjong Hourouki Part 1 - Seisyun Hen (Japan);1987;Home Data;432;224;0
housemn2;House Mannequin Roppongi Live hen (Japan 870418);1987;Nichibutsu;512;224;0
housemn2;House Mannequin Roppongi Live hen (Japan 870418);1987;Nichibutsu;512;224;0
housemn2;House Mannequin Roppongi Live hen (Japan 870418);1987;Nichibutsu;512;224;0
housemnq;House Mannequin (Japan 870217);1987;Nichibutsu;512;224;0
housemnq;House Mannequin (Japan 870217);1987;Nichibutsu;512;224;0
housemnq;House Mannequin (Japan 870217);1987;Nichibutsu;512;224;0
hp16500b;HP 16500b;1991;Hewlett Packard;576;384;0
hp1650b;HP 1650b;1989;Hewlett Packard;592;384;0
hp1651b;HP 1651b;1989;Hewlett Packard;592;384;0
hp165ka0;HP 16500a;1991;Hewlett Packard;576;368;0
hp2622a;HP-2622A;1982;HP;1440;390;0
hp2645;HP 2645A;1976;HP;1440;360;0
hp38g;HP38G;1995;Hewlett Packard;131;64;0
hp39g;HP39G;2000;Hewlett Packard;131;64;0
hp48gx;HP48GX;1993;Hewlett Packard;131;64;0
hp48sx;HP48SX;1990;Hewlett Packard;131;64;0
hp49g;HP49G;1999;Hewlett Packard;131;64;0
hp49gp;HP49G+;2009;Hewlett Packard;131;80;0
hp64k;HP 64000;1979;HP;720;390;0
hp85;HP 85;1980;HP;256;192;0
hp95lx;HP 95LX;1991;Hewlett-Packard;240;128;0
hp9808a;Integral Personal Computer 9808A;1985;Hewlett-Packard;640;400;0
hp9816;HP 9816;1982;Hewlett Packard;640;400;0
hp9835a;9835A;1979;Hewlett-Packard;560;455;0
hp9845a;9845A;1977;Hewlett-Packard;560;455;0
hp9845b;9845B;1979;Hewlett-Packard;720;375;0
hp9845c;9845C;1980;Hewlett-Packard;720;455;0
hp9845t;9845T;1982;Hewlett-Packard;720;455;0
hp9k310;HP9000/310;1985;Hewlett-Packard;1024;768;0
hp9k320;HP9000/320;1985;Hewlett-Packard;1024;400;0
hp9k330;HP9000/330;1987;Hewlett-Packard;1024;768;0
hp9k332;HP9000/332;1987;Hewlett-Packard;1024;400;0
hp9k380;HP9000/380;1991;Hewlett-Packard;1280;1024;0
hp9k382;HP9000/382;1991;Hewlett-Packard;1280;1024;0
hp_ipc;Integral Personal Computer 9807A;1985;Hewlett-Packard;512;255;0
hparadis;Super Hana Paradise (Japan);1994;Dynax;336;240;0
hprot1;Henry Prot I v19 (REV.1);2002;HENRY;96;18;0
hpz80unk;unknown Z80-based mainframe;1977;Hewlett-Packard;640;240;0
hr16;HR-16;1987;Alesis;96;18;0
hrclass;Home Run Classic (v1.21 12-feb-1997);1997;Creative Electronics And Software;256;64;0
hrdtimes;Hard Times (set 1);1994;Playmark;320;224;0
hs;HyperScan;2006;Mattel;640;480;0
hsf2;Hyper Street Fighter II: The Anniversary Edition (USA 040202);2004;Capcom;384;224;0
hshavoc;High Seas Havoc;1993;Data East;256;224;0
hshot_p8;Hot Shot Basketball (P-8);1992;Midway;128;32;0
hspot2;Hot Spot 2;2002?;Novotech;640;480;0
hspot3;Hot Spot 3;2002?;Novotech;640;480;0
hstennis;Hot Shots Tennis (V1.1);1990;Strata/Incredible Technologies;400;240;90
ht68k;TinyGiant HT68k;1987;Hawthorne Technology;640;240;0
htchctch;Hatch Catch;1995;SemiCom;320;240;0
htengoku;Hanafuda Hana Tengoku (Japan);1992;Dynax;336;240;180
hunchbak;Hunchback (set 1);1983;Century Electronics;240;248;90
huncholy;Hunchback Olympic;1984;Century Electronics / Seatongrove Ltd;240;248;90
hunter16;Husky Hunter 16;1989;Husky Computers Ltd;240;64;0
hunter2;Husky Hunter 2;1984;Husky Computers Ltd;240;64;0
hurr_l2;Hurricane (L-2);1991;Williams;128;32;0
husky;Husky;1981;DVW Microelectronics;192;48;0
hustle;Hustle;1977;Gremlin;256;224;0
hustler;Video Hustler;1981;Konami;256;224;90
hvoltage;High Voltage;1985;Alpha Denshi Co.;256;192;0
hvymetal;Heavy Metal (315-5135);1985;Sega;512;224;0
hvysmsh;Heavy Smash (Europe version -2);1993;Data East Corporation;320;240;0
hvyunit;Heavy Unit (World);1988;Kaneko / Taito;256;224;0
hwchamp;Heavyweight Champ;1987;Sega;320;224;0
hwrace;High Way Race;1983;Taito Corporation;256;224;270
hx10;HX-10 (MSX1);1984;Toshiba;280;216;0
hx20;HX-20 (MSX1);1984;Toshiba;280;216;0
hx21;HX-21 (MSX1);1984;Toshiba;280;216;0
hx22;HX-22 (MSX1);1984;Toshiba;280;216;0
hx23i;HX-23I (MSX2);19??;Toshiba;543;567;0
hx33;HX-33 (MSX2);1985;Toshiba;543;465;0
hx34i;HX-34I (MSX2);1985;Toshiba;543;567;0
hxhdci2k;HUMAX HDCI-2000;2008;HUMAX;1920;1080;0
hxhdci2k;HUMAX HDCI-2000;2008;HUMAX;1920;1080;0
hydra;Hydra;1990;Atari Games;336;240;0
hydrthnd;Hydro Thunder;1999;Midway Games;640;480;0
hyhoo;Hayaoshi Taisen Quiz Hyhoo (Japan);1987;Nichibutsu;512;224;90
hyhoo2;Hayaoshi Taisen Quiz Hyhoo 2 (Japan);1987;Nichibutsu;512;224;90
hyperpac;Hyper Pacman;1995;SemiCom;256;224;0
hyperspt;Hyper Sports;1984;Konami (Centuri license);256;224;0
hyprdriv;Hyperdrive;1998;Midway Games;640;480;0
hyprduel;Hyper Duel (Japan set 1);1993;Technosoft;320;224;0
hypreac2;Mahjong Hyper Reaction 2 (Japan);1997;Sammy;338;240;0
hypreact;Mahjong Hyper Reaction (Japan);1995;Sammy;338;240;0
i500_11r;Indianapolis 500 (1.1R);1995;Bally;512;128;0
i7000;I-7000;1982;Itautec;320;200;0
i8530h31;IBM PS/2 8530-H31 (Model 30/286);1990;International Business Machines;640;480;0
i8535043;IBM PS/2 8535-043 (Model 35SX);198?;International Business Machines;640;480;0
i8550061;IBM PS/2 8550-061 (Model 50Z);198?;International Business Machines;640;480;0
i8555081;IBM PS/2 8555-081 (Model 55SX);1989;International Business Machines;640;480;0
i8580071;IBM PS/2 8580-071 (Model 80);198?;International Business Machines;640;480;0
i8580111;IBM PS/2 8580-111 (Model 80);198?;International Business Machines;640;480;0
ibara;Ibara (2005/03/22 MASTER VER..);2005;Cave (AMI license);320;240;270
ibarablk;Ibara Kuro Black Label (2006/02/06. MASTER VER.);2006;Cave (AMI license);320;240;270
ibm3153;IBM 3153 Terminal;1999?;IBM;640;240;0
ibm5150;IBM PC 5150;1981;International Business Machines;640;200;0
ibm5170;PC/AT 5170;1984;International Business Machines;640;200;0
ibm6580;IBM 6580 Displaywriter;1980;IBM;640;400;0
icanguit;I Can Play Guitar;2007;Fisher-Price;320;240;0
icanpian;I Can Play Piano;2006;Fisher-Price;320;240;0
icatel;TPCI (Brazilian public payphone);1995;Icatel;96;18;0
iccash;I C Cash (Russia) (Atronic);2002;Atronic;512;224;0
icebox;ICEBOX;19??;Nutting Associates;640;240;0
iceclimb;Vs. Ice Climber (set IC4-4 B-1);1984;Nintendo;256;240;0
iceclmrd;Vs. Ice Climber Dual (set IC4-4 A-1);1984;Nintendo;256;240;0
iceclmrd;Vs. Ice Climber Dual (set IC4-4 A-1);1984;Nintendo;256;240;0
ichiban;Ichi Ban Jyan;199?;Excel;320;224;0
ichir;Puzzle & Action: Ichidant-R (World);1994;Sega;256;224;0
id4;Independence Day (v2.02);1996;Sega;128;32;0
idhimitu;Idol no Himitsu [BET] (Japan 890304);1989;Digital Soft;512;224;0
idolmj;Idol-Mahjong Housoukyoku (Japan);1988;System Service;352;240;0
idsoccer;Indoor Soccer (set 1);1985;Universal;240;192;0
ie15;15IE-00-013;1980;USSR;800;275;0
iemoto;Iemoto (Japan 871020);1987;Nichibutsu;512;224;0
if800;if800 model 60;1985;Oki Electric;640;480;0
igmo;IGMO;1984;Epos Corporation;272;236;270
igromult;Igrosoft Multigame Bootleg (10 Games);2003;bootleg;640;480;0
igs_ncs;New Champion Skill (v100n);198?;IGS;512;256;0
igs_ncs2;New Champion Skill (v100n 2000);2000;IGS;512;256;0
igsm312;unknown 'IGS 6POKER2' game (V312CN);200?;IGS;512;256;0
igtsc;Super Cherry;2003;IGT;640;480;0
ii32in1;InterAct 32-in-1;200?;Intec;256;240;0
ii8in1;InterAct 8-in-1;200?;Intec;256;240;0
ij_l7;Indiana Jones (L-7);1993;Williams;512;128;0
ikari;Ikari Warriors (US JAMMA);1986;SNK;288;216;270
ikari3;Ikari III - The Rescue (World version 1, 8-Way Joystick);1989;SNK;256;224;0
ikki;Ikki (Japan);1985;Sun Electronics;240;224;0
ikt5a;IKT-5A;1993;Creator / Fura Elektronik;640;350;0
ilpag;Il Pagliaccio (Italy, Ver. 2.7C);199?;<unknown>;512;256;0
imago;Imago (cocktail set);1984;Acom;256;224;90
imds2;Intellec MDS-II;1979;Intel;100;100;0
imekura;Imekura Mahjong (Japan);1994;Sphinx / AV Japan;640;240;0
imgfight;Image Fight (World);1988;Irem;384;256;270
imolagp;Imola Grand Prix (set 1);1983?;RB Bologna;208;240;90
imsai;MPU-B;1978;Imsai;640;240;0
imsorry;I'm Sorry (315-5110, US);1985;Coreland / Sega;512;224;0
inca;Inca;199?;<unknown>;512;240;0
incanp;Incan Pyramids (Konami Endeavour);200?;Konami;640;480;0
indiana;Indiana University 68030 board;1993;Indiana University;640;480;0
indianbt;Indian Battle;1980;Taito;260;224;270
indigo2_4415;Indigo2 (R4400, 150MHz);1993;Silicon Graphics Inc;1280;1024;0
indigo3k;IRIS Indigo (R3000, 33MHz);1991;Silicon Graphics Inc;1024;768;0
indigo4k;IRIS Indigo (R4400, 150MHz, Ver. 4.0.5D Rev A);1993;Silicon Graphics Inc;1024;768;0
indy4;Indy 4 [TTL];1976;Atari/Kee;455;262;0
indy500;INDY 500 Twin (Revision A, Newer);1995;Sega;496;384;0
indy800;Indy 800 [TTL];1975;Atari/Kee;455;262;90
indy_4610;Indy (R4600, 100MHz);1993;Silicon Graphics Inc;1280;1024;0
indyheat;Danny Sullivan's Indy Heat (rev 1);1991;Leland Corporation;320;240;0
inferno;Inferno (Williams);1984;Williams;276;240;0
inquiztr;Inquizitor;1989;BFM;512;256;0
insector;Insector (prototype);1982;Gottlieb;256;240;0
insectx;Insector X (World);1989;Taito Corporation Japan;256;224;0
intact89;InterAct Complete Video Game - 89-in-1;200?;Intec;256;240;0
intcup94;International Cup '94 (Ver 2.2O 1994/05/26);1994;Taito Corporation Japan;320;224;0
interact;Interact Family Computer;1979;Interact;113;78;0
intg5410;InterAct Complete Video Game - 111 Games & 42 Songs (G5410);200?;Intec;256;240;0
inthunt;In The Hunt (World);1993;Irem;320;240;0
intlc44;INTELLEC 4/MOD 4;1973?;Intel;640;240;0
intlc440;INTELLEC 4/MOD 40;1974?;Intel;640;240;0
intmpt03;Intelligent Game MPT-03;198?;Intelligent Game;192;262;0
intrepid;Intrepid (set 1);1983;Nova Games Ltd.;256;224;90
intrgirl;Intergirl;1995;Barko;512;240;0
